Feature,Coefficient,Model
Cells_Texture_Correlation_Hoechst_3_03_256,0.0,localhost240926150001
Cells_Texture_Correlation_PM_3_00_256,0.025334104832778426,localhost240926150001
Cells_Texture_Correlation_PM_3_01_256,0.0,localhost240926150001
Cells_Texture_Correlation_PM_3_02_256,0.0,localhost240926150001
Cells_Texture_Correlation_PM_3_03_256,0.0,localhost240926150001
Cells_Texture_DifferenceVariance_Hoechst_3_00_256,0.0,localhost240926150001
Cells_Texture_InfoMeas1_ER_3_00_256,0.0,localhost240926150001
Cells_Texture_InfoMeas1_ER_3_01_256,0.0,localhost240926150001
Cells_Texture_InfoMeas1_ER_3_02_256,0.0,localhost240926150001
Cells_Texture_InfoMeas1_ER_3_03_256,0.0,localhost240926150001
Cells_Texture_InfoMeas1_Hoechst_3_00_256,0.0,localhost240926150001
Cells_Texture_InfoMeas1_Hoechst_3_01_256,0.0,localhost240926150001
Cells_Texture_InfoMeas1_Hoechst_3_02_256,0.0,localhost240926150001
Cells_Texture_InfoMeas1_Hoechst_3_03_256,0.0,localhost240926150001
Cells_Texture_InfoMeas2_ER_3_00_256,0.13100495282038271,localhost240926150001
Cells_Texture_InfoMeas2_ER_3_01_256,0.0,localhost240926150001
Cells_Texture_InfoMeas2_ER_3_02_256,0.0,localhost240926150001
Cells_Texture_InfoMeas2_ER_3_03_256,0.062020734858227046,localhost240926150001
Cells_Texture_InfoMeas2_Hoechst_3_01_256,0.0,localhost240926150001
Cells_Texture_InfoMeas2_PM_3_01_256,0.0,localhost240926150001
Cells_Texture_InverseDifferenceMoment_Hoechst_3_00_256,0.0,localhost240926150001
Cells_Texture_SumAverage_Hoechst_3_03_256,0.0,localhost240926150001
Cells_Texture_SumVariance_ER_3_01_256,0.0,localhost240926150001
Cells_Texture_SumVariance_Hoechst_3_03_256,0.0,localhost240926150001
Cells_Texture_SumVariance_Mitochondria_3_03_256,0.0,localhost240926150001
Cells_Texture_SumVariance_PM_3_01_256,0.0,localhost240926150001
Nuclei_AreaShape_Compactness,0.0,localhost240926150001
Nuclei_AreaShape_Extent,0.0,localhost240926150001
Nuclei_AreaShape_MajorAxisLength,0.0,localhost240926150001
Nuclei_AreaShape_MinFeretDiameter,0.0,localhost240926150001
Nuclei_AreaShape_Orientation,0.0,localhost240926150001
Nuclei_AreaShape_Perimeter,0.0,localhost240926150001
Nuclei_AreaShape_Solidity,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_0_0,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_1_1,-0.010447739738050745,localhost240926150001
Nuclei_AreaShape_Zernike_2_0,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_2_2,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_3_1,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_3_3,-0.07786753439268726,localhost240926150001
Nuclei_AreaShape_Zernike_4_0,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_4_2,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_4_4,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_5_1,-0.047289729546050145,localhost240926150001
Nuclei_AreaShape_Zernike_5_3,-0.053685854962355534,localhost240926150001
Nuclei_AreaShape_Zernike_5_5,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_6_0,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_6_2,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_6_4,0.053854390717961706,localhost240926150001
Nuclei_AreaShape_Zernike_6_6,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_7_1,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_7_3,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_7_5,-0.05621740835895005,localhost240926150001
Nuclei_AreaShape_Zernike_7_7,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_8_0,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_8_2,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_8_4,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_8_6,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_8_8,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_9_1,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_9_3,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_9_5,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_9_7,0.0,localhost240926150001
Nuclei_AreaShape_Zernike_9_9,0.0,localhost240926150001
Nuclei_Correlation_Correlation_Actin_ER,0.019827252346430457,localhost240926150001
Nuclei_Correlation_Correlation_Actin_Hoechst,0.0,localhost240926150001
Nuclei_Correlation_Correlation_Actin_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_Correlation_Actin_PM,0.0,localhost240926150001
Nuclei_Correlation_Correlation_ER_Hoechst,0.0,localhost240926150001
Nuclei_Correlation_Correlation_ER_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_Correlation_ER_PM,0.0,localhost240926150001
Nuclei_Correlation_Correlation_Hoechst_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_Correlation_Hoechst_PM,0.0,localhost240926150001
Nuclei_Correlation_Correlation_Mitochondria_PM,0.0,localhost240926150001
Nuclei_Correlation_K_Actin_Hoechst,0.0,localhost240926150001
Nuclei_Correlation_K_Actin_PM,0.0,localhost240926150001
Nuclei_Correlation_K_ER_Hoechst,0.0,localhost240926150001
Nuclei_Correlation_K_ER_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_K_ER_PM,0.0,localhost240926150001
Nuclei_Correlation_K_Hoechst_Actin,0.1366220079869691,localhost240926150001
Nuclei_Correlation_K_Hoechst_ER,0.0,localhost240926150001
Nuclei_Correlation_K_Hoechst_PM,0.0,localhost240926150001
Nuclei_Correlation_K_Mitochondria_Actin,0.0,localhost240926150001
Nuclei_Correlation_K_Mitochondria_ER,0.0,localhost240926150001
Nuclei_Correlation_K_PM_Actin,0.20103131306001165,localhost240926150001
Nuclei_Correlation_K_PM_ER,0.0,localhost240926150001
Nuclei_Correlation_K_PM_Hoechst,0.0,localhost240926150001
Nuclei_Correlation_Overlap_Actin_ER,0.0,localhost240926150001
Nuclei_Correlation_Overlap_Actin_Hoechst,-0.005984608958692984,localhost240926150001
Nuclei_Correlation_Overlap_Actin_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_Overlap_Actin_PM,0.0,localhost240926150001
Nuclei_Correlation_Overlap_ER_Hoechst,0.0,localhost240926150001
Nuclei_Correlation_Overlap_ER_Mitochondria,-0.007807159693718154,localhost240926150001
Nuclei_Correlation_Overlap_ER_PM,0.0,localhost240926150001
Nuclei_Correlation_Overlap_Hoechst_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_Overlap_Hoechst_PM,0.0,localhost240926150001
Nuclei_Correlation_Overlap_Mitochondria_PM,0.0,localhost240926150001
Nuclei_Correlation_RWC_Actin_ER,0.0,localhost240926150001
Nuclei_Correlation_RWC_Actin_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_RWC_Actin_PM,0.0,localhost240926150001
Nuclei_Correlation_RWC_ER_Hoechst,0.0,localhost240926150001
Nuclei_Correlation_RWC_ER_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_RWC_ER_PM,0.0,localhost240926150001
Nuclei_Correlation_RWC_Hoechst_Actin,0.0,localhost240926150001
Nuclei_Correlation_RWC_Hoechst_ER,0.0,localhost240926150001
Nuclei_Correlation_RWC_Hoechst_Mitochondria,0.0,localhost240926150001
Nuclei_Correlation_RWC_Hoechst_PM,0.0,localhost240926150001
Nuclei_Correlation_RWC_Mitochondria_Actin,0.0,localhost240926150001
Nuclei_Correlation_RWC_Mitochondria_ER,0.0,localhost240926150001
Nuclei_Correlation_RWC_Mitochondria_Hoechst,0.0,localhost240926150001
Nuclei_Correlation_RWC_Mitochondria_PM,0.0,localhost240926150001
Nuclei_Correlation_RWC_PM_Actin,0.0,localhost240926150001
Nuclei_Correlation_RWC_PM_ER,0.0,localhost240926150001
Nuclei_Correlation_RWC_PM_Mitochondria,0.0,localhost240926150001
Nuclei_Granularity_1_Actin,-0.11046843963943136,localhost240926150001
Nuclei_Granularity_1_ER,-0.0403858971150887,localhost240926150001
Nuclei_Granularity_1_Hoechst,0.0,localhost240926150001
Nuclei_Granularity_1_Mitochondria,0.0,localhost240926150001
Nuclei_Granularity_1_PM,0.0,localhost240926150001
Nuclei_Granularity_2_Hoechst,0.0,localhost240926150001
Nuclei_Intensity_IntegratedIntensityEdge_ER,0.0,localhost240926150001
Nuclei_Intensity_IntegratedIntensityEdge_Hoechst,0.0,localhost240926150001
Nuclei_Intensity_IntegratedIntensityEdge_Mitochondria,0.0,localhost240926150001
Nuclei_Intensity_IntegratedIntensityEdge_PM,0.0,localhost240926150001
Nuclei_Intensity_IntegratedIntensity_ER,0.0,localhost240926150001
Nuclei_Intensity_IntegratedIntensity_Hoechst,0.0,localhost240926150001
Nuclei_Intensity_IntegratedIntensity_PM,0.0,localhost240926150001
Nuclei_Intensity_LowerQuartileIntensity_ER,0.0,localhost240926150001
Nuclei_Intensity_LowerQuartileIntensity_Hoechst,0.07814300569994692,localhost240926150001
Nuclei_Intensity_LowerQuartileIntensity_Mitochondria,0.0,localhost240926150001
Nuclei_Intensity_LowerQuartileIntensity_PM,0.0826881368856345,localhost240926150001
Nuclei_Intensity_MADIntensity_ER,0.0,localhost240926150001
Nuclei_Intensity_MADIntensity_Hoechst,0.0,localhost240926150001
Nuclei_Intensity_MADIntensity_Mitochondria,0.0,localhost240926150001
Nuclei_Intensity_MADIntensity_PM,0.0,localhost240926150001
Nuclei_Intensity_MassDisplacement_Actin,0.0,localhost240926150001
Nuclei_Intensity_MassDisplacement_ER,0.0,localhost240926150001
Nuclei_Intensity_MassDisplacement_Hoechst,0.0,localhost240926150001
Nuclei_Intensity_MassDisplacement_Mitochondria,0.0,localhost240926150001
Nuclei_Intensity_MassDisplacement_PM,0.0,localhost240926150001
Nuclei_Intensity_MaxIntensityEdge_Actin,0.22122383839307314,localhost240926150001
Nuclei_Intensity_MaxIntensityEdge_ER,0.0,localhost240926150001
Nuclei_Intensity_MaxIntensityEdge_Mitochondria,0.0,localhost240926150001
Nuclei_Intensity_MaxIntensity_PM,0.0,localhost240926150001
Nuclei_Intensity_MeanIntensityEdge_Hoechst,0.15427044417652047,localhost240926150001
Nuclei_Intensity_MeanIntensity_Hoechst,0.12070275627751467,localhost240926150001
Nuclei_Intensity_MedianIntensity_Hoechst,0.08360006661283843,localhost240926150001
Nuclei_Intensity_MinIntensityEdge_Actin,0.0,localhost240926150001
Nuclei_Intensity_MinIntensityEdge_ER,0.0,localhost240926150001
Nuclei_Intensity_MinIntensityEdge_Mitochondria,-0.09213921535236111,localhost240926150001
Nuclei_Intensity_MinIntensity_ER,0.0,localhost240926150001
Nuclei_Intensity_MinIntensity_Hoechst,0.38843989675246876,localhost240926150001
Nuclei_Intensity_MinIntensity_PM,0.0,localhost240926150001
Nuclei_Intensity_StdIntensityEdge_ER,0.0,localhost240926150001
Nuclei_Intensity_StdIntensityEdge_Hoechst,0.0,localhost240926150001
Nuclei_Intensity_StdIntensityEdge_Mitochondria,0.0,localhost240926150001
Nuclei_Intensity_StdIntensityEdge_PM,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Actin_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Actin_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_ER_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_ER_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_ER_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Hoechst_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Hoechst_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Hoechst_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Hoechst_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Mitochondria_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Mitochondria_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Mitochondria_3of4,0.0033627465482302826,localhost240926150001
Nuclei_RadialDistribution_FracAtD_Mitochondria_4of4,-0.0007731282287508761,localhost240926150001
Nuclei_RadialDistribution_FracAtD_PM_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_PM_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_PM_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_FracAtD_PM_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Actin_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Actin_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Actin_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_ER_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Hoechst_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_PM_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_PM_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_PM_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_MeanFrac_PM_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Actin_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Actin_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Actin_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Actin_4of4,0.019060119164370795,localhost240926150001
Nuclei_RadialDistribution_RadialCV_ER_1of4,-0.022922903907077876,localhost240926150001
Nuclei_RadialDistribution_RadialCV_ER_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_ER_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Hoechst_1of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Hoechst_2of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Hoechst_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Hoechst_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Mitochondria_1of4,-0.0013164656617277424,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Mitochondria_2of4,-0.14595288203100779,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Mitochondria_3of4,-0.045030193126957704,localhost240926150001
Nuclei_RadialDistribution_RadialCV_Mitochondria_4of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_PM_1of4,-0.07863876087744595,localhost240926150001
Nuclei_RadialDistribution_RadialCV_PM_2of4,-0.022007744463843223,localhost240926150001
Nuclei_RadialDistribution_RadialCV_PM_3of4,0.0,localhost240926150001
Nuclei_RadialDistribution_RadialCV_PM_4of4,0.08193307837166035,localhost240926150001
Nuclei_Texture_AngularSecondMoment_ER_3_01_256,0.0,localhost240926150001
Nuclei_Texture_AngularSecondMoment_Hoechst_3_03_256,0.0,localhost240926150001
Nuclei_Texture_AngularSecondMoment_Mitochondria_3_01_256,0.0,localhost240926150001
Nuclei_Texture_AngularSecondMoment_PM_3_01_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_ER_3_03_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_Hoechst_3_00_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_Hoechst_3_02_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_Mitochondria_3_00_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_Mitochondria_3_01_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_Mitochondria_3_02_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_Mitochondria_3_03_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_PM_3_01_256,0.0,localhost240926150001
Nuclei_Texture_Contrast_PM_3_03_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_ER_3_00_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_ER_3_01_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_ER_3_02_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_ER_3_03_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_Hoechst_3_00_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_Hoechst_3_01_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_Hoechst_3_02_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_Hoechst_3_03_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_Mitochondria_3_00_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_Mitochondria_3_01_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_Mitochondria_3_02_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_Mitochondria_3_03_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_PM_3_00_256,0.0,localhost240926150001
Nuclei_Texture_Correlation_PM_3_01_256,0.06075093173799516,localhost240926150001
Nuclei_Texture_Correlation_PM_3_02_256,0.033357784442004025,localhost240926150001
Nuclei_Texture_Correlation_PM_3_03_256,0.0,localhost240926150001
Nuclei_Texture_DifferenceEntropy_ER_3_01_256,0.0,localhost240926150001
Nuclei_Texture_DifferenceEntropy_Hoechst_3_00_256,0.0,localhost240926150001
Nuclei_Texture_DifferenceEntropy_Hoechst_3_02_256,0.0,localhost240926150001
Nuclei_Texture_DifferenceEntropy_PM_3_01_256,0.0,localhost240926150001
Nuclei_Texture_DifferenceVariance_ER_3_01_256,0.0,localhost240926150001
Nuclei_Texture_DifferenceVariance_Hoechst_3_03_256,0.0,localhost240926150001
Nuclei_Texture_DifferenceVariance_PM_3_01_256,0.0,localhost240926150001
Nuclei_Texture_Entropy_ER_3_01_256,0.0,localhost240926150001
Nuclei_Texture_Entropy_Hoechst_3_02_256,0.0,localhost240926150001
Nuclei_Texture_Entropy_Mitochondria_3_01_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_ER_3_00_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_ER_3_01_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_ER_3_02_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_ER_3_03_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_Hoechst_3_02_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_Mitochondria_3_00_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_Mitochondria_3_01_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_Mitochondria_3_02_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_Mitochondria_3_03_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_PM_3_00_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_PM_3_01_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_PM_3_02_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas1_PM_3_03_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas2_ER_3_03_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas2_Hoechst_3_02_256,0.011467656770465972,localhost240926150001
Nuclei_Texture_InfoMeas2_Mitochondria_3_02_256,0.0,localhost240926150001
Nuclei_Texture_InfoMeas2_PM_3_00_256,0.11313142410663135,localhost240926150001
Nuclei_Texture_InfoMeas2_PM_3_01_256,0.0005875960177150338,localhost240926150001
Nuclei_Texture_InfoMeas2_PM_3_02_256,0.1329041725583649,localhost240926150001
Nuclei_Texture_InfoMeas2_PM_3_03_256,0.1059715336488514,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_ER_3_01_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_00_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_01_256,-0.06965772418115039,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_02_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_03_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_01_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_03_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_PM_3_00_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_PM_3_01_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_PM_3_02_256,0.0,localhost240926150001
Nuclei_Texture_InverseDifferenceMoment_PM_3_03_256,-0.016366979763213524,localhost240926150001
Nuclei_Texture_SumEntropy_PM_3_01_256,0.04076659154351364,localhost240926150001
Nuclei_Texture_SumVariance_ER_3_01_256,0.0,localhost240926150001
Nuclei_Texture_SumVariance_Mitochondria_3_03_256,0.0,localhost240926150001
Nuclei_Texture_SumVariance_PM_3_01_256,0.0,localhost240926150001
