Feature,Coefficient,Model
Cells_RadialDistribution_RadialCV_Hoechst_4of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Mitochondria_1of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Mitochondria_2of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Mitochondria_3of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_Mitochondria_4of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_PM_1of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_PM_2of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_PM_3of4,0.0,localhost240927120001
Cells_RadialDistribution_RadialCV_PM_4of4,0.0,localhost240927120001
Cells_Texture_Contrast_Hoechst_3_00_256,0.0,localhost240927120001
Cells_Texture_Correlation_Hoechst_3_00_256,0.0,localhost240927120001
Cells_Texture_Correlation_Hoechst_3_01_256,0.0,localhost240927120001
Cells_Texture_Correlation_Hoechst_3_02_256,0.0,localhost240927120001
Cells_Texture_Correlation_Hoechst_3_03_256,0.0,localhost240927120001
Cells_Texture_Correlation_PM_3_00_256,0.0,localhost240927120001
Cells_Texture_Correlation_PM_3_01_256,0.0,localhost240927120001
Cells_Texture_Correlation_PM_3_02_256,0.0,localhost240927120001
Cells_Texture_Correlation_PM_3_03_256,0.05781362481057906,localhost240927120001
Cells_Texture_DifferenceVariance_Hoechst_3_02_256,0.0,localhost240927120001
Cells_Texture_InfoMeas1_ER_3_00_256,0.0,localhost240927120001
Cells_Texture_InfoMeas1_ER_3_01_256,0.0,localhost240927120001
Cells_Texture_InfoMeas1_ER_3_02_256,0.0,localhost240927120001
Cells_Texture_InfoMeas1_ER_3_03_256,0.0,localhost240927120001
Cells_Texture_InfoMeas1_Hoechst_3_00_256,0.0,localhost240927120001
Cells_Texture_InfoMeas1_Hoechst_3_01_256,0.001278398972262422,localhost240927120001
Cells_Texture_InfoMeas1_Hoechst_3_02_256,0.0,localhost240927120001
Cells_Texture_InfoMeas1_Hoechst_3_03_256,0.0,localhost240927120001
Cells_Texture_InfoMeas2_ER_3_00_256,0.0,localhost240927120001
Cells_Texture_InfoMeas2_ER_3_01_256,0.0,localhost240927120001
Cells_Texture_InfoMeas2_ER_3_03_256,0.0,localhost240927120001
Cells_Texture_InfoMeas2_Hoechst_3_01_256,0.0,localhost240927120001
Cells_Texture_InfoMeas2_PM_3_00_256,0.0,localhost240927120001
Cells_Texture_InfoMeas2_PM_3_02_256,0.0,localhost240927120001
Cells_Texture_InverseDifferenceMoment_Hoechst_3_02_256,0.0,localhost240927120001
Cells_Texture_SumAverage_Hoechst_3_02_256,0.0,localhost240927120001
Cells_Texture_SumVariance_ER_3_03_256,0.0,localhost240927120001
Cells_Texture_SumVariance_Hoechst_3_02_256,0.0,localhost240927120001
Cells_Texture_SumVariance_Mitochondria_3_01_256,0.0,localhost240927120001
Cells_Texture_SumVariance_PM_3_01_256,0.0,localhost240927120001
Nuclei_AreaShape_Compactness,0.0,localhost240927120001
Nuclei_AreaShape_Extent,0.0,localhost240927120001
Nuclei_AreaShape_MajorAxisLength,0.0,localhost240927120001
Nuclei_AreaShape_MinFeretDiameter,-0.022738289070582753,localhost240927120001
Nuclei_AreaShape_Orientation,0.0,localhost240927120001
Nuclei_AreaShape_Perimeter,0.0,localhost240927120001
Nuclei_AreaShape_Solidity,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_0_0,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_1_1,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_2_0,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_2_2,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_3_1,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_3_3,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_4_0,-0.10625146496396899,localhost240927120001
Nuclei_AreaShape_Zernike_4_2,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_4_4,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_5_1,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_5_3,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_5_5,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_6_0,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_6_2,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_6_4,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_6_6,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_7_1,-0.06648710851241614,localhost240927120001
Nuclei_AreaShape_Zernike_7_3,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_7_5,0.00846527263301697,localhost240927120001
Nuclei_AreaShape_Zernike_7_7,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_8_0,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_8_2,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_8_4,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_8_6,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_8_8,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_9_1,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_9_3,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_9_5,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_9_7,0.0,localhost240927120001
Nuclei_AreaShape_Zernike_9_9,0.0,localhost240927120001
Nuclei_Correlation_Correlation_Actin_ER,0.01590569522505409,localhost240927120001
Nuclei_Correlation_Correlation_Actin_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_Correlation_Actin_Mitochondria,0.028611767817040588,localhost240927120001
Nuclei_Correlation_Correlation_Actin_PM,0.034335270878368046,localhost240927120001
Nuclei_Correlation_Correlation_ER_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_Correlation_ER_Mitochondria,-0.04459935732464118,localhost240927120001
Nuclei_Correlation_Correlation_ER_PM,0.0,localhost240927120001
Nuclei_Correlation_Correlation_Hoechst_Mitochondria,0.07239500350985621,localhost240927120001
Nuclei_Correlation_Correlation_Hoechst_PM,0.0,localhost240927120001
Nuclei_Correlation_Correlation_Mitochondria_PM,0.0,localhost240927120001
Nuclei_Correlation_K_Actin_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_K_Actin_PM,0.0,localhost240927120001
Nuclei_Correlation_K_ER_Mitochondria,0.0,localhost240927120001
Nuclei_Correlation_K_ER_PM,0.0,localhost240927120001
Nuclei_Correlation_K_Hoechst_Actin,0.0300795772154989,localhost240927120001
Nuclei_Correlation_K_Hoechst_ER,0.0,localhost240927120001
Nuclei_Correlation_K_Hoechst_PM,0.04009215051483005,localhost240927120001
Nuclei_Correlation_K_Mitochondria_Actin,0.07882488636146072,localhost240927120001
Nuclei_Correlation_K_Mitochondria_ER,0.0,localhost240927120001
Nuclei_Correlation_K_Mitochondria_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_K_Mitochondria_PM,0.04379071689422548,localhost240927120001
Nuclei_Correlation_K_PM_Actin,0.006717744871199969,localhost240927120001
Nuclei_Correlation_K_PM_ER,0.0,localhost240927120001
Nuclei_Correlation_K_PM_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_K_PM_Mitochondria,0.0,localhost240927120001
Nuclei_Correlation_Overlap_Actin_ER,0.00404376616202138,localhost240927120001
Nuclei_Correlation_Overlap_Actin_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_Overlap_Actin_Mitochondria,0.0,localhost240927120001
Nuclei_Correlation_Overlap_Actin_PM,0.0,localhost240927120001
Nuclei_Correlation_Overlap_ER_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_Overlap_ER_Mitochondria,-0.03179263120307946,localhost240927120001
Nuclei_Correlation_Overlap_ER_PM,-0.038422005921855566,localhost240927120001
Nuclei_Correlation_Overlap_Hoechst_Mitochondria,0.0,localhost240927120001
Nuclei_Correlation_Overlap_Hoechst_PM,0.0,localhost240927120001
Nuclei_Correlation_Overlap_Mitochondria_PM,0.0,localhost240927120001
Nuclei_Correlation_RWC_Actin_ER,0.0,localhost240927120001
Nuclei_Correlation_RWC_Actin_Mitochondria,0.0,localhost240927120001
Nuclei_Correlation_RWC_Actin_PM,0.0,localhost240927120001
Nuclei_Correlation_RWC_ER_Actin,0.0,localhost240927120001
Nuclei_Correlation_RWC_ER_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_RWC_ER_Mitochondria,0.0,localhost240927120001
Nuclei_Correlation_RWC_ER_PM,0.0,localhost240927120001
Nuclei_Correlation_RWC_Hoechst_Actin,0.0,localhost240927120001
Nuclei_Correlation_RWC_Hoechst_ER,0.0,localhost240927120001
Nuclei_Correlation_RWC_Hoechst_Mitochondria,0.0,localhost240927120001
Nuclei_Correlation_RWC_Hoechst_PM,0.0,localhost240927120001
Nuclei_Correlation_RWC_Mitochondria_ER,0.0,localhost240927120001
Nuclei_Correlation_RWC_Mitochondria_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_RWC_Mitochondria_PM,0.0,localhost240927120001
Nuclei_Correlation_RWC_PM_Actin,0.0,localhost240927120001
Nuclei_Correlation_RWC_PM_ER,0.0,localhost240927120001
Nuclei_Correlation_RWC_PM_Hoechst,0.0,localhost240927120001
Nuclei_Correlation_RWC_PM_Mitochondria,0.0,localhost240927120001
Nuclei_Granularity_1_Actin,-0.05844732062200524,localhost240927120001
Nuclei_Granularity_1_ER,0.0,localhost240927120001
Nuclei_Granularity_1_Hoechst,0.02106215779102842,localhost240927120001
Nuclei_Granularity_1_Mitochondria,-0.0013346018218465246,localhost240927120001
Nuclei_Granularity_1_PM,0.0,localhost240927120001
Nuclei_Granularity_2_Hoechst,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensityEdge_ER,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensityEdge_Hoechst,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensityEdge_Mitochondria,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensityEdge_PM,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensity_Actin,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensity_ER,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensity_Hoechst,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensity_Mitochondria,0.0,localhost240927120001
Nuclei_Intensity_IntegratedIntensity_PM,0.0,localhost240927120001
Nuclei_Intensity_LowerQuartileIntensity_ER,0.0,localhost240927120001
Nuclei_Intensity_LowerQuartileIntensity_Hoechst,0.0,localhost240927120001
Nuclei_Intensity_LowerQuartileIntensity_Mitochondria,0.0,localhost240927120001
Nuclei_Intensity_LowerQuartileIntensity_PM,0.16060837783690055,localhost240927120001
Nuclei_Intensity_MADIntensity_ER,0.0,localhost240927120001
Nuclei_Intensity_MADIntensity_Hoechst,0.0,localhost240927120001
Nuclei_Intensity_MADIntensity_Mitochondria,0.0,localhost240927120001
Nuclei_Intensity_MADIntensity_PM,0.0,localhost240927120001
Nuclei_Intensity_MassDisplacement_Actin,0.0,localhost240927120001
Nuclei_Intensity_MassDisplacement_ER,0.0,localhost240927120001
Nuclei_Intensity_MassDisplacement_Hoechst,0.0,localhost240927120001
Nuclei_Intensity_MassDisplacement_Mitochondria,0.0,localhost240927120001
Nuclei_Intensity_MassDisplacement_PM,0.0,localhost240927120001
Nuclei_Intensity_MaxIntensityEdge_ER,0.0642312972404425,localhost240927120001
Nuclei_Intensity_MaxIntensityEdge_PM,0.0,localhost240927120001
Nuclei_Intensity_MaxIntensity_ER,0.0,localhost240927120001
Nuclei_Intensity_MaxIntensity_Mitochondria,0.0,localhost240927120001
Nuclei_Intensity_MaxIntensity_PM,0.0,localhost240927120001
Nuclei_Intensity_MeanIntensityEdge_Hoechst,0.0,localhost240927120001
Nuclei_Intensity_MeanIntensity_Hoechst,0.0,localhost240927120001
Nuclei_Intensity_MedianIntensity_Hoechst,0.07182367600634366,localhost240927120001
Nuclei_Intensity_MinIntensityEdge_Actin,0.0,localhost240927120001
Nuclei_Intensity_MinIntensityEdge_ER,0.0,localhost240927120001
Nuclei_Intensity_MinIntensityEdge_Mitochondria,0.0,localhost240927120001
Nuclei_Intensity_MinIntensityEdge_PM,0.0,localhost240927120001
Nuclei_Intensity_MinIntensity_ER,0.0,localhost240927120001
Nuclei_Intensity_MinIntensity_Hoechst,0.12298826471879602,localhost240927120001
Nuclei_Intensity_StdIntensityEdge_Actin,0.13974825760439702,localhost240927120001
Nuclei_Intensity_StdIntensityEdge_ER,0.11471641860559015,localhost240927120001
Nuclei_Intensity_StdIntensityEdge_Hoechst,-0.04257014558573974,localhost240927120001
Nuclei_Intensity_StdIntensityEdge_Mitochondria,0.0,localhost240927120001
Nuclei_Neighbors_AngleBetweenNeighbors_Adjacent,0.0,localhost240927120001
Nuclei_Neighbors_SecondClosestDistance_Adjacent,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Actin_3of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Actin_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_ER_2of4,-0.01710844702361199,localhost240927120001
Nuclei_RadialDistribution_FracAtD_ER_3of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_ER_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Hoechst_1of4,-0.0975167854752181,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Hoechst_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Hoechst_3of4,0.04893980721926447,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Hoechst_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Mitochondria_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Mitochondria_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Mitochondria_3of4,0.10631145206645684,localhost240927120001
Nuclei_RadialDistribution_FracAtD_Mitochondria_4of4,-0.00027932524236363353,localhost240927120001
Nuclei_RadialDistribution_FracAtD_PM_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_PM_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_PM_3of4,0.0,localhost240927120001
Nuclei_RadialDistribution_FracAtD_PM_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Actin_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Actin_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Actin_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_ER_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Hoechst_3of4,0.07003015324153881,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_1of4,0.014804843189621011,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_4of4,-0.13431531093062135,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_PM_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_PM_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_PM_3of4,0.0,localhost240927120001
Nuclei_RadialDistribution_MeanFrac_PM_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Actin_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Actin_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Actin_3of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Actin_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_ER_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_ER_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_ER_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Hoechst_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Hoechst_2of4,-0.027342396290917146,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Hoechst_3of4,-0.00719430638337371,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Hoechst_4of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Mitochondria_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Mitochondria_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Mitochondria_3of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_Mitochondria_4of4,0.0017785748838842477,localhost240927120001
Nuclei_RadialDistribution_RadialCV_PM_1of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_PM_2of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_PM_3of4,0.0,localhost240927120001
Nuclei_RadialDistribution_RadialCV_PM_4of4,0.0,localhost240927120001
Nuclei_Texture_AngularSecondMoment_ER_3_01_256,0.0,localhost240927120001
Nuclei_Texture_AngularSecondMoment_Hoechst_3_00_256,0.0,localhost240927120001
Nuclei_Texture_AngularSecondMoment_Mitochondria_3_03_256,0.0,localhost240927120001
Nuclei_Texture_AngularSecondMoment_PM_3_01_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_ER_3_01_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_ER_3_03_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_Hoechst_3_00_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_Hoechst_3_02_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_Mitochondria_3_00_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_Mitochondria_3_01_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_Mitochondria_3_02_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_Mitochondria_3_03_256,0.0,localhost240927120001
Nuclei_Texture_Contrast_PM_3_03_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_ER_3_00_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_ER_3_01_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_ER_3_02_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_ER_3_03_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_Hoechst_3_00_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_Hoechst_3_01_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_Hoechst_3_02_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_Hoechst_3_03_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_Mitochondria_3_00_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_Mitochondria_3_01_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_Mitochondria_3_02_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_Mitochondria_3_03_256,0.008017463736466007,localhost240927120001
Nuclei_Texture_Correlation_PM_3_00_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_PM_3_01_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_PM_3_02_256,0.0,localhost240927120001
Nuclei_Texture_Correlation_PM_3_03_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceEntropy_ER_3_02_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceEntropy_Hoechst_3_00_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceEntropy_Hoechst_3_02_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceEntropy_Mitochondria_3_00_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceEntropy_Mitochondria_3_02_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceEntropy_PM_3_03_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceVariance_ER_3_01_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceVariance_Hoechst_3_03_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceVariance_Mitochondria_3_03_256,0.0,localhost240927120001
Nuclei_Texture_DifferenceVariance_PM_3_03_256,-0.020693562049123215,localhost240927120001
Nuclei_Texture_Entropy_ER_3_01_256,0.0,localhost240927120001
Nuclei_Texture_Entropy_Hoechst_3_02_256,0.0,localhost240927120001
Nuclei_Texture_Entropy_Mitochondria_3_03_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_ER_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_ER_3_01_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_ER_3_02_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_ER_3_03_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_Hoechst_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_Mitochondria_3_00_256,-0.002794146800227056,localhost240927120001
Nuclei_Texture_InfoMeas1_Mitochondria_3_01_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_Mitochondria_3_02_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_Mitochondria_3_03_256,-0.026525216076518972,localhost240927120001
Nuclei_Texture_InfoMeas1_PM_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_PM_3_01_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_PM_3_02_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas1_PM_3_03_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas2_ER_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas2_Hoechst_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas2_Mitochondria_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas2_Mitochondria_3_02_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas2_PM_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas2_PM_3_01_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas2_PM_3_02_256,0.0,localhost240927120001
Nuclei_Texture_InfoMeas2_PM_3_03_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_ER_3_02_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_01_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_02_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_03_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_00_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_01_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_02_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_03_256,0.0,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_PM_3_00_256,-0.05469019873870356,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_PM_3_01_256,-0.057482806641219,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_PM_3_02_256,-0.014562904481150583,localhost240927120001
Nuclei_Texture_InverseDifferenceMoment_PM_3_03_256,-0.010354538069285768,localhost240927120001
Nuclei_Texture_SumEntropy_PM_3_01_256,0.0,localhost240927120001
Nuclei_Texture_SumVariance_ER_3_01_256,0.0,localhost240927120001
Nuclei_Texture_SumVariance_Mitochondria_3_03_256,0.0,localhost240927120001
Nuclei_Texture_SumVariance_PM_3_01_256,0.0,localhost240927120001
