Feature,Coefficient,Model
Cells_Texture_DifferenceVariance_Hoechst_3_00_256,0.0,localhost240928120001
Cells_Texture_InfoMeas1_ER_3_00_256,0.0,localhost240928120001
Cells_Texture_InfoMeas1_ER_3_01_256,0.0,localhost240928120001
Cells_Texture_InfoMeas1_ER_3_02_256,0.0,localhost240928120001
Cells_Texture_InfoMeas1_ER_3_03_256,0.0,localhost240928120001
Cells_Texture_InfoMeas1_Hoechst_3_00_256,0.0,localhost240928120001
Cells_Texture_InfoMeas1_Hoechst_3_01_256,0.0,localhost240928120001
Cells_Texture_InfoMeas1_Hoechst_3_02_256,0.0,localhost240928120001
Cells_Texture_InfoMeas1_Hoechst_3_03_256,0.0,localhost240928120001
Cells_Texture_InfoMeas2_ER_3_00_256,0.01998086971680189,localhost240928120001
Cells_Texture_InfoMeas2_ER_3_01_256,0.0,localhost240928120001
Cells_Texture_InfoMeas2_ER_3_02_256,0.0,localhost240928120001
Cells_Texture_InfoMeas2_ER_3_03_256,0.0,localhost240928120001
Cells_Texture_InfoMeas2_Hoechst_3_03_256,0.0,localhost240928120001
Cells_Texture_InverseDifferenceMoment_Hoechst_3_00_256,0.0,localhost240928120001
Cells_Texture_SumAverage_Hoechst_3_01_256,0.0,localhost240928120001
Cells_Texture_SumVariance_ER_3_01_256,0.0,localhost240928120001
Cells_Texture_SumVariance_PM_3_01_256,0.0,localhost240928120001
Nuclei_AreaShape_BoundingBoxArea,-0.029012312090493916,localhost240928120001
Nuclei_AreaShape_Compactness,0.0,localhost240928120001
Nuclei_AreaShape_Extent,0.0,localhost240928120001
Nuclei_AreaShape_MajorAxisLength,0.0,localhost240928120001
Nuclei_AreaShape_MinFeretDiameter,0.0,localhost240928120001
Nuclei_AreaShape_Orientation,0.0,localhost240928120001
Nuclei_AreaShape_Solidity,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_0_0,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_1_1,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_2_0,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_2_2,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_3_1,-0.021886920421347475,localhost240928120001
Nuclei_AreaShape_Zernike_3_3,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_4_0,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_4_2,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_4_4,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_5_1,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_5_3,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_5_5,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_6_0,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_6_2,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_6_4,0.037821852182883496,localhost240928120001
Nuclei_AreaShape_Zernike_6_6,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_7_1,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_7_3,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_7_5,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_7_7,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_8_0,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_8_2,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_8_4,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_8_6,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_8_8,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_9_1,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_9_3,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_9_5,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_9_7,0.0,localhost240928120001
Nuclei_AreaShape_Zernike_9_9,0.0,localhost240928120001
Nuclei_Correlation_Correlation_Actin_ER,0.0,localhost240928120001
Nuclei_Correlation_Correlation_Actin_Hoechst,0.0,localhost240928120001
Nuclei_Correlation_Correlation_Actin_Mitochondria,0.09866367046896145,localhost240928120001
Nuclei_Correlation_Correlation_Actin_PM,0.0,localhost240928120001
Nuclei_Correlation_Correlation_ER_Hoechst,0.0,localhost240928120001
Nuclei_Correlation_Correlation_ER_Mitochondria,0.0,localhost240928120001
Nuclei_Correlation_Correlation_ER_PM,0.0,localhost240928120001
Nuclei_Correlation_Correlation_Hoechst_Mitochondria,0.0,localhost240928120001
Nuclei_Correlation_Correlation_Hoechst_PM,0.0,localhost240928120001
Nuclei_Correlation_Correlation_Mitochondria_PM,0.0,localhost240928120001
Nuclei_Correlation_K_Actin_ER,0.0,localhost240928120001
Nuclei_Correlation_K_Actin_Hoechst,0.0,localhost240928120001
Nuclei_Correlation_K_Actin_Mitochondria,-0.001931409451816637,localhost240928120001
Nuclei_Correlation_K_Actin_PM,0.0,localhost240928120001
Nuclei_Correlation_K_ER_Actin,0.0,localhost240928120001
Nuclei_Correlation_K_ER_Mitochondria,-0.12286102422558663,localhost240928120001
Nuclei_Correlation_K_ER_PM,0.03768570579861149,localhost240928120001
Nuclei_Correlation_K_Hoechst_Actin,0.0,localhost240928120001
Nuclei_Correlation_K_Hoechst_ER,0.0,localhost240928120001
Nuclei_Correlation_K_Mitochondria_Actin,0.0,localhost240928120001
Nuclei_Correlation_K_Mitochondria_ER,0.0,localhost240928120001
Nuclei_Correlation_K_PM_Actin,0.0,localhost240928120001
Nuclei_Correlation_K_PM_ER,-0.047294238340434516,localhost240928120001
Nuclei_Correlation_K_PM_Hoechst,-0.003247429169998706,localhost240928120001
Nuclei_Correlation_Overlap_Actin_ER,0.0,localhost240928120001
Nuclei_Correlation_Overlap_Actin_Hoechst,0.0,localhost240928120001
Nuclei_Correlation_Overlap_Actin_Mitochondria,0.0,localhost240928120001
Nuclei_Correlation_Overlap_Actin_PM,0.0,localhost240928120001
Nuclei_Correlation_Overlap_ER_Hoechst,0.0,localhost240928120001
Nuclei_Correlation_Overlap_ER_Mitochondria,0.0,localhost240928120001
Nuclei_Correlation_Overlap_ER_PM,0.0,localhost240928120001
Nuclei_Correlation_Overlap_Hoechst_Mitochondria,0.0,localhost240928120001
Nuclei_Correlation_Overlap_Hoechst_PM,0.0,localhost240928120001
Nuclei_Correlation_Overlap_Mitochondria_PM,0.0,localhost240928120001
Nuclei_Correlation_RWC_Actin_ER,0.0,localhost240928120001
Nuclei_Correlation_RWC_Actin_Mitochondria,0.0,localhost240928120001
Nuclei_Correlation_RWC_Actin_PM,0.0,localhost240928120001
Nuclei_Correlation_RWC_ER_Hoechst,0.0,localhost240928120001
Nuclei_Correlation_RWC_ER_Mitochondria,0.0,localhost240928120001
Nuclei_Correlation_RWC_ER_PM,-0.13329516943936515,localhost240928120001
Nuclei_Correlation_RWC_Hoechst_Actin,0.0,localhost240928120001
Nuclei_Correlation_RWC_Hoechst_ER,0.0,localhost240928120001
Nuclei_Correlation_RWC_Hoechst_Mitochondria,0.0,localhost240928120001
Nuclei_Correlation_RWC_Hoechst_PM,0.0,localhost240928120001
Nuclei_Correlation_RWC_Mitochondria_Actin,0.0,localhost240928120001
Nuclei_Correlation_RWC_Mitochondria_ER,0.0,localhost240928120001
Nuclei_Correlation_RWC_Mitochondria_Hoechst,0.0,localhost240928120001
Nuclei_Correlation_RWC_PM_Actin,0.0,localhost240928120001
Nuclei_Correlation_RWC_PM_ER,-0.05953287559656282,localhost240928120001
Nuclei_Correlation_RWC_PM_Hoechst,0.07195975497192665,localhost240928120001
Nuclei_Correlation_RWC_PM_Mitochondria,0.0,localhost240928120001
Nuclei_Granularity_1_Actin,-0.047287655042919596,localhost240928120001
Nuclei_Granularity_1_ER,0.0,localhost240928120001
Nuclei_Granularity_1_Hoechst,0.0,localhost240928120001
Nuclei_Granularity_1_Mitochondria,0.0,localhost240928120001
Nuclei_Granularity_1_PM,0.0,localhost240928120001
Nuclei_Granularity_2_Hoechst,0.0,localhost240928120001
Nuclei_Intensity_IntegratedIntensityEdge_ER,0.0,localhost240928120001
Nuclei_Intensity_IntegratedIntensityEdge_Hoechst,0.0,localhost240928120001
Nuclei_Intensity_IntegratedIntensityEdge_Mitochondria,-0.17448423365393387,localhost240928120001
Nuclei_Intensity_IntegratedIntensity_ER,0.0,localhost240928120001
Nuclei_Intensity_IntegratedIntensity_Hoechst,0.0,localhost240928120001
Nuclei_Intensity_IntegratedIntensity_PM,0.0,localhost240928120001
Nuclei_Intensity_LowerQuartileIntensity_ER,0.0,localhost240928120001
Nuclei_Intensity_LowerQuartileIntensity_Hoechst,0.035257048479185364,localhost240928120001
Nuclei_Intensity_LowerQuartileIntensity_Mitochondria,0.0,localhost240928120001
Nuclei_Intensity_LowerQuartileIntensity_PM,0.07519550402854504,localhost240928120001
Nuclei_Intensity_MADIntensity_ER,0.0,localhost240928120001
Nuclei_Intensity_MADIntensity_Hoechst,0.0,localhost240928120001
Nuclei_Intensity_MADIntensity_Mitochondria,0.0,localhost240928120001
Nuclei_Intensity_MADIntensity_PM,0.0,localhost240928120001
Nuclei_Intensity_MassDisplacement_Actin,0.0,localhost240928120001
Nuclei_Intensity_MassDisplacement_ER,0.0,localhost240928120001
Nuclei_Intensity_MassDisplacement_Hoechst,0.0,localhost240928120001
Nuclei_Intensity_MassDisplacement_Mitochondria,0.0,localhost240928120001
Nuclei_Intensity_MassDisplacement_PM,0.0,localhost240928120001
Nuclei_Intensity_MaxIntensityEdge_Actin,0.0,localhost240928120001
Nuclei_Intensity_MaxIntensity_Mitochondria,0.0,localhost240928120001
Nuclei_Intensity_MaxIntensity_PM,0.0,localhost240928120001
Nuclei_Intensity_MeanIntensityEdge_Hoechst,0.352960925999944,localhost240928120001
Nuclei_Intensity_MeanIntensity_Hoechst,0.0,localhost240928120001
Nuclei_Intensity_MedianIntensity_Hoechst,0.0,localhost240928120001
Nuclei_Intensity_MinIntensityEdge_Actin,0.0,localhost240928120001
Nuclei_Intensity_MinIntensityEdge_ER,0.0,localhost240928120001
Nuclei_Intensity_MinIntensityEdge_Mitochondria,0.0,localhost240928120001
Nuclei_Intensity_MinIntensityEdge_PM,0.0,localhost240928120001
Nuclei_Intensity_MinIntensity_ER,0.0067781128847469,localhost240928120001
Nuclei_Intensity_MinIntensity_Hoechst,0.30334318200981014,localhost240928120001
Nuclei_Intensity_StdIntensityEdge_ER,0.0,localhost240928120001
Nuclei_Intensity_StdIntensityEdge_Hoechst,0.0,localhost240928120001
Nuclei_Intensity_StdIntensityEdge_Mitochondria,0.0,localhost240928120001
Nuclei_Intensity_StdIntensityEdge_PM,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Actin_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_ER_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_ER_3of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_ER_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Hoechst_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Hoechst_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Hoechst_3of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Hoechst_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Mitochondria_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Mitochondria_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Mitochondria_3of4,0.057577906428084545,localhost240928120001
Nuclei_RadialDistribution_FracAtD_Mitochondria_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_PM_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_PM_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_FracAtD_PM_3of4,0.08891771866478863,localhost240928120001
Nuclei_RadialDistribution_FracAtD_PM_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Actin_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Actin_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Actin_3of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Actin_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_ER_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Hoechst_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Hoechst_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Hoechst_3of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_Mitochondria_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_PM_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_PM_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_PM_3of4,0.032617293028560576,localhost240928120001
Nuclei_RadialDistribution_MeanFrac_PM_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Actin_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Actin_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Actin_3of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Actin_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_ER_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_ER_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_ER_3of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_ER_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Hoechst_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Hoechst_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Hoechst_3of4,-0.0881882976203039,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Hoechst_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Mitochondria_1of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Mitochondria_2of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Mitochondria_3of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_Mitochondria_4of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_PM_1of4,-0.1640123796329546,localhost240928120001
Nuclei_RadialDistribution_RadialCV_PM_2of4,-0.12603352341898938,localhost240928120001
Nuclei_RadialDistribution_RadialCV_PM_3of4,0.0,localhost240928120001
Nuclei_RadialDistribution_RadialCV_PM_4of4,0.0,localhost240928120001
Nuclei_Texture_AngularSecondMoment_ER_3_03_256,0.0,localhost240928120001
Nuclei_Texture_AngularSecondMoment_Hoechst_3_03_256,0.0,localhost240928120001
Nuclei_Texture_AngularSecondMoment_Mitochondria_3_01_256,0.0,localhost240928120001
Nuclei_Texture_AngularSecondMoment_PM_3_01_256,0.0,localhost240928120001
Nuclei_Texture_Contrast_ER_3_01_256,0.0,localhost240928120001
Nuclei_Texture_Contrast_Hoechst_3_00_256,0.0,localhost240928120001
Nuclei_Texture_Contrast_Hoechst_3_02_256,0.0,localhost240928120001
Nuclei_Texture_Contrast_PM_3_01_256,0.0,localhost240928120001
Nuclei_Texture_Contrast_PM_3_03_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_ER_3_00_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_ER_3_01_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_ER_3_02_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_ER_3_03_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_Hoechst_3_00_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_Hoechst_3_01_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_Hoechst_3_02_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_Hoechst_3_03_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_Mitochondria_3_00_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_Mitochondria_3_01_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_Mitochondria_3_02_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_Mitochondria_3_03_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_PM_3_00_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_PM_3_01_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_PM_3_02_256,0.0,localhost240928120001
Nuclei_Texture_Correlation_PM_3_03_256,0.0,localhost240928120001
Nuclei_Texture_DifferenceEntropy_ER_3_00_256,0.0,localhost240928120001
Nuclei_Texture_DifferenceEntropy_Hoechst_3_00_256,0.0,localhost240928120001
Nuclei_Texture_DifferenceEntropy_Hoechst_3_02_256,0.0,localhost240928120001
Nuclei_Texture_DifferenceEntropy_PM_3_01_256,0.0,localhost240928120001
Nuclei_Texture_DifferenceVariance_ER_3_03_256,0.0,localhost240928120001
Nuclei_Texture_DifferenceVariance_Hoechst_3_03_256,0.0,localhost240928120001
Nuclei_Texture_DifferenceVariance_Mitochondria_3_01_256,0.0,localhost240928120001
Nuclei_Texture_DifferenceVariance_PM_3_03_256,-0.011876159301515721,localhost240928120001
Nuclei_Texture_Entropy_Hoechst_3_00_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_ER_3_00_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_ER_3_01_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_ER_3_02_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_ER_3_03_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_Hoechst_3_02_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_PM_3_00_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_PM_3_01_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_PM_3_02_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas1_PM_3_03_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas2_ER_3_03_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas2_Hoechst_3_00_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas2_PM_3_00_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas2_PM_3_01_256,0.0,localhost240928120001
Nuclei_Texture_InfoMeas2_PM_3_02_256,0.003922720633935089,localhost240928120001
Nuclei_Texture_InfoMeas2_PM_3_03_256,0.0,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_ER_3_00_256,0.0,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_00_256,0.0,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_01_256,0.0,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_02_256,0.0,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_Hoechst_3_03_256,0.0,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_00_256,0.0,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_Mitochondria_3_02_256,0.0,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_PM_3_00_256,-0.1576168376091012,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_PM_3_01_256,-0.05736947391182808,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_PM_3_02_256,-0.011164786582374816,localhost240928120001
Nuclei_Texture_InverseDifferenceMoment_PM_3_03_256,-0.05906579240739563,localhost240928120001
Nuclei_Texture_SumEntropy_ER_3_01_256,0.0,localhost240928120001
Nuclei_Texture_SumEntropy_PM_3_01_256,0.0,localhost240928120001
Nuclei_Texture_SumVariance_ER_3_03_256,0.0,localhost240928120001
Nuclei_Texture_SumVariance_PM_3_03_256,0.0,localhost240928120001
